host_species,host_phylum,host_class,host_order,host_family,host_in_gonzalos_list,diseases,has_pilot_disease,pilot_diseases,has_pilot_include_disease,pilot_include_diseases,Not_specified,PCR_Sequencing,Isolation_Observation,Antibodies,Any_PCR_Or_Observation
Morelia spilota,Chordata,Reptilia,Squamata,Pythonidae,TRUE,Non-typhoidal salmonellosis,TRUE,Non-typhoidal salmonellosis,FALSE,,0,0,1,0,1
Mormoops megalophylla,Chordata,Mammalia,Chiroptera,Mormoopidae,FALSE,Rabies,FALSE,,FALSE,,0,0,0,1,0
Morus bassanus,Chordata,Aves,Suliformes,Sulidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Motacilla alba,Chordata,Aves,Passeriformes,Motacillidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Tick-borne encephalitis,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Tick-borne encephalitis,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Tick-borne encephalitis,0,3,0,0,3
Muntiacus reevesi,Chordata,Mammalia,Artiodactyla,Cervidae,FALSE,Bluetongue; Hepatitis E,TRUE,Hepatitis E,TRUE,Hepatitis E,0,0,1,1,1
Murina feae,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,Japanese encephalitis,FALSE,,FALSE,,0,2,1,0,3
Murina leucogaster,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,Irkut lyssavirus infection; Japanese encephalitis,FALSE,,FALSE,,0,1,1,1,2
Mus baoulei,Chordata,Mammalia,Rodentia,Muridae,TRUE,Lassa fever,TRUE,Lassa fever,TRUE,Lassa fever,0,1,0,0,1
Mus booduga,Chordata,Mammalia,Rodentia,Muridae,FALSE,Alkhumra hemorrhagic fever; Kyasanur Forest disease,FALSE,,FALSE,,0,0,0,2,0
Mus musculus,Chordata,Mammalia,Rodentia,Muridae,TRUE,Alkhumra hemorrhagic fever; Argentine hemorrhagic fever; Bolivian hemorrhagic fever; Brazilian spotted fever; Chagas disease; Chikungunya fever; Crimean-Congo hemorrhagic fever; Dengue; Duvenhage lyssavirus infection; Eastern equine encephalitis; Hantavirus pulmonary syndrome; Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Japanese encephalitis; Kyasanur Forest disease; Lassa fever; Marburg virus disease; Murine typhus; Nipah virus disease; Non-typhoidal salmonellosis; Omsk hemorrhagic fever; Plague; Q fever; Rabies; Rocio virus encephalitis; Saint Louis encephalitis; Scrub typhus; Severe Acute Respiratory Syndrome (SARS); COVID-19; Severe fever with thrombocytopenia syndrome (SFTS); Sin Nombre hantavirus infection; Tick-borne encephalitis; Tularemia; Venezuelan equine encephalitis; West Nile fever; Western equine encephalitis; Zika virus disease,TRUE,Argentine hemorrhagic fever; Chikungunya fever; Crimean-Congo hemorrhagic fever; Dengue; Hantavirus pulmonary syndrome; Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Lassa fever; Marburg virus disease; Nipah virus disease; Non-typhoidal salmonellosis; Plague; Severe Acute Respiratory Syndrome (SARS); COVID-19; Severe fever with thrombocytopenia syndrome (SFTS); Tick-borne encephalitis; Venezuelan equine encephalitis; West Nile fever; Zika virus disease,TRUE,Argentine hemorrhagic fever; Chikungunya fever; Crimean-Congo hemorrhagic fever; Dengue; Hantavirus pulmonary syndrome; Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Lassa fever; Marburg virus disease; Nipah virus disease; Plague; Tick-borne encephalitis; West Nile fever; Zika virus disease,11,35,12,9,47
Mus setulosus,Chordata,Mammalia,Rodentia,Muridae,TRUE,Ebola virus disease,TRUE,Ebola virus disease,TRUE,Ebola virus disease,0,1,0,0,1
Mus spretus,Chordata,Mammalia,Rodentia,Muridae,TRUE,Hepatitis E,TRUE,Hepatitis E,TRUE,Hepatitis E,0,1,0,0,1
Mustela erminea,Chordata,Mammalia,Carnivora,Mustelidae,TRUE,Anthrax; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Powassan virus disease,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),1,2,0,1,2
Mustela eversmanii,Chordata,Mammalia,Carnivora,Mustelidae,TRUE,Plague,TRUE,Plague,TRUE,Plague,0,0,1,0,1
Mustela frenata,Chordata,Mammalia,Carnivora,Mustelidae,TRUE,Plague,TRUE,Plague,TRUE,Plague,0,0,0,1,0
Mustela kathiah,Chordata,Mammalia,Carnivora,Mustelidae,TRUE,Severe fever with thrombocytopenia syndrome (SFTS),TRUE,Severe fever with thrombocytopenia syndrome (SFTS),FALSE,,0,1,0,0,1
Mustela lutreola,Chordata,Mammalia,Carnivora,Mustelidae,TRUE,Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Rabies; Severe Acute Respiratory Syndrome (SARS); COVID-19; Severe fever with thrombocytopenia syndrome (SFTS),TRUE,Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Severe Acute Respiratory Syndrome (SARS); COVID-19; Severe fever with thrombocytopenia syndrome (SFTS),TRUE,Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,9,0,1,9
Mustela nigripes,Chordata,Mammalia,Carnivora,Mustelidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Plague; Rabies,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Plague,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Plague,0,2,2,0,4
Mustela putorius,Chordata,Mammalia,Carnivora,Mustelidae,TRUE,Anthrax; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Rabies; Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),2,9,1,1,10
Myiobius barbatus,Chordata,Aves,Passeriformes,Tyrannidae,FALSE,Saint Louis encephalitis,FALSE,,FALSE,,0,2,1,0,3
Myiopsitta monachus,Chordata,Aves,Psittaciformes,Psittacidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Myiozetetes granadensis,Chordata,Aves,Passeriformes,Tyrannidae,TRUE,Venezuelan equine encephalitis,TRUE,Venezuelan equine encephalitis,FALSE,,0,0,1,0,1
Myiozetetes similis,Chordata,Aves,Passeriformes,Tyrannidae,TRUE,Venezuelan equine encephalitis,TRUE,Venezuelan equine encephalitis,FALSE,,0,0,1,0,1
Myocastor coypus,Chordata,Mammalia,Rodentia,Myocastoridae,TRUE,Q fever; Rabies,FALSE,,FALSE,,0,0,0,2,0
Myodes andersoni,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,Babesiosis due to Babesia microti,FALSE,,FALSE,,0,1,0,0,1
Myodes glareolus,Chordata,Mammalia,Rodentia,Cricetidae,TRUE,Babesiosis due to Babesia microti; Q fever; Tick-borne encephalitis; Tularemia; West Nile fever,TRUE,Tick-borne encephalitis; West Nile fever,TRUE,Tick-borne encephalitis; West Nile fever,0,3,1,3,4
Myodes rufocanus,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,Babesiosis due to Babesia microti; Tick-borne encephalitis; Tularemia,TRUE,Tick-borne encephalitis,TRUE,Tick-borne encephalitis,0,4,1,0,5
Myonycteris torquata,Chordata,Mammalia,Chiroptera,Pteropodidae,TRUE,Ebola virus disease,TRUE,Ebola virus disease,TRUE,Ebola virus disease,0,1,0,1,1
Myospalax psilurus,Chordata,Mammalia,Rodentia,Spalacidae,TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus),TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus),TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus),0,1,0,0,1
Myotis adversus,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,Severe fever with thrombocytopenia syndrome (SFTS),TRUE,Severe fever with thrombocytopenia syndrome (SFTS),FALSE,,0,1,0,0,1
Myotis albescens,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,Chagas disease; Rabies,FALSE,,FALSE,,0,2,0,1,2
Myotis austroriparius,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,Rabies,FALSE,,FALSE,,0,1,1,1,2
Myotis blythii,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,Crimean-Congo hemorrhagic fever,TRUE,Crimean-Congo hemorrhagic fever,TRUE,Crimean-Congo hemorrhagic fever,0,0,0,1,0
Myotis californicus,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,Rabies,FALSE,,FALSE,,0,1,1,0,2
Myotis chiloensis,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,Rabies,FALSE,,FALSE,,0,1,1,0,2
Myotis ciliolabrum,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,Rabies,FALSE,,FALSE,,0,1,0,0,1
Myotis daubentonii,Chordata,Mammalia,Chiroptera,Vespertilionidae,TRUE,Nipah virus disease; Rabies,TRUE,Nipah virus disease,TRUE,Nipah virus disease,0,1,1,1,2
Myotis davidii,Chordata,Mammalia,Chiroptera,Vespertilionidae,TRUE,Severe fever with thrombocytopenia syndrome (SFTS),TRUE,Severe fever with thrombocytopenia syndrome (SFTS),FALSE,,0,1,0,0,1
Myotis dinellii,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,Rabies,FALSE,,FALSE,,0,1,0,0,1
Myotis evotis,Chordata,Mammalia,Chiroptera,Vespertilionidae,TRUE,Rabies,FALSE,,FALSE,,0,1,1,0,2
Myotis grisescens,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,Rabies,FALSE,,FALSE,,0,1,0,0,1
Myotis keenii,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,Eastern equine encephalitis; Rabies,FALSE,,FALSE,,0,1,1,1,2
Myotis leibii,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,Rabies,FALSE,,FALSE,,0,1,1,1,2
Myotis levis,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,Chagas disease; Rabies,FALSE,,FALSE,,0,2,1,1,3
Myotis lucifugus,Chordata,Mammalia,Chiroptera,Vespertilionidae,TRUE,Eastern equine encephalitis; Rabies; Saint Louis encephalitis; West Nile fever,TRUE,West Nile fever,TRUE,West Nile fever,0,1,1,3,2
Myotis macrodactylus,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,Japanese encephalitis,FALSE,,FALSE,,0,0,0,1,0
Myotis mystacinus,Chordata,Mammalia,Chiroptera,Vespertilionidae,TRUE,Japanese encephalitis,FALSE,,FALSE,,0,0,0,1,0
Myotis nattereri,Chordata,Mammalia,Chiroptera,Vespertilionidae,TRUE,Bokeloh bat lyssavirus infection,FALSE,,FALSE,,0,1,1,0,2
Myotis nigricans,Chordata,Mammalia,Chiroptera,Vespertilionidae,TRUE,Chagas disease; Dengue; Rabies; Venezuelan equine encephalitis,TRUE,Dengue; Venezuelan equine encephalitis,TRUE,Dengue,0,3,1,1,4
Myotis pilosus,Chordata,Mammalia,Chiroptera,Vespertilionidae,TRUE,Japanese encephalitis; Nipah virus disease,TRUE,Nipah virus disease,TRUE,Nipah virus disease,0,1,1,1,2
Myotis riparius,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,Rabies,FALSE,,FALSE,,0,1,1,0,2
Myotis ruber,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,Chagas disease,FALSE,,FALSE,,0,1,0,0,1
Myotis septentrionalis,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,Eastern equine encephalitis; Rabies; West Nile fever,TRUE,West Nile fever,TRUE,West Nile fever,0,1,0,3,1
Myotis thysanodes,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,Rabies,FALSE,,FALSE,,0,1,0,1,1
Myotis velifer,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,Rabies,FALSE,,FALSE,,0,1,1,0,2
Myotis volans,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,Rabies,FALSE,,FALSE,,0,1,0,1,1
Myotis yumanensis,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,Rabies,FALSE,,FALSE,,0,1,1,0,2
Myrmecophaga tridactyla,Chordata,Mammalia,Pilosa,Myrmecophagidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Mpox (Monkeypox),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Mpox (Monkeypox),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,5,1,0,6
Naja naja,Chordata,Lepidosauria,Squamata,Elapidae,FALSE,Japanese encephalitis,FALSE,,FALSE,,0,0,0,1,0
Nanger dama,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,Q fever,FALSE,,FALSE,,0,1,0,0,1
Nanger granti,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,Bluetongue; Q fever,FALSE,,FALSE,,0,0,0,2,0
Nannopterum auritum,Chordata,Aves,Suliformes,Phalacrocoracidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,0,5,1,0,6
Nannopterum brasilianum,Chordata,Aves,Suliformes,Phalacrocoracidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Napaeozapus insignis,Chordata,Mammalia,Rodentia,Dipodidae,FALSE,Powassan virus disease,FALSE,,FALSE,,0,0,0,1,0
Nasua narica,Chordata,Mammalia,Carnivora,Procyonidae,FALSE,Rabies,FALSE,,FALSE,,0,1,1,0,2
Nasua nasua,Chordata,Mammalia,Carnivora,Procyonidae,TRUE,Anthrax; Chagas disease; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Mayaro virus disease; Mpox (Monkeypox); Rabies; Rocio virus encephalitis,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Mpox (Monkeypox),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),1,4,0,4,4
Natalus stramineus,Chordata,Mammalia,Chiroptera,Natalidae,TRUE,Dengue,TRUE,Dengue,TRUE,Dengue,0,1,0,0,1
Natalus tumidirostris,Chordata,Mammalia,Chiroptera,Natalidae,FALSE,Rocio virus encephalitis; Saint Louis encephalitis,FALSE,,FALSE,,0,0,0,2,0
Neacomys spinosus,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,Andes hantavirus infection,FALSE,,FALSE,,0,1,0,0,1
Necromys benefactus,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,Andes hantavirus infection,FALSE,,FALSE,,0,1,0,0,1
Necromys lasiurus,Chordata,Mammalia,Rodentia,Cricetidae,TRUE,Andes hantavirus infection; Plague,TRUE,Plague,TRUE,Plague,0,2,0,0,2
Necromys obscurus,Chordata,Mammalia,Rodentia,Cricetidae,TRUE,Andes hantavirus infection; Argentine hemorrhagic fever,TRUE,Argentine hemorrhagic fever,TRUE,Argentine hemorrhagic fever,0,1,1,0,2
Necrosyrtes monachus,Chordata,Aves,Accipitriformes,Accipitridae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,4,0,0,4
Nectomys squamipes,Chordata,Mammalia,Rodentia,Cricetidae,TRUE,Andes hantavirus infection; Venezuelan equine encephalitis,TRUE,Venezuelan equine encephalitis,FALSE,,0,0,1,1,1
Neodon fuscus,Chordata,Mammalia,Rodentia,Cricetidae,TRUE,Plague,TRUE,Plague,TRUE,Plague,0,0,1,0,1
Neoeptesicus brasiliensis,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,Rabies,FALSE,,FALSE,,0,1,1,0,2
Neoeptesicus diminutus,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,Rabies,FALSE,,FALSE,,0,1,1,0,2
Neoeptesicus furinalis,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,Rabies,FALSE,,FALSE,,0,1,1,0,2
Neofelis nebulosa,Chordata,Mammalia,Carnivora,Felidae,TRUE,Anthrax; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),1,5,0,0,5
Neogale frenata,Chordata,Mammalia,Carnivora,Mustelidae,FALSE,Powassan virus disease,FALSE,,FALSE,,0,0,0,1,0
Neogale vison,Chordata,Mammalia,Carnivora,Mustelidae,TRUE,Anthrax; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Severe Acute Respiratory Syndrome (SARS); COVID-19; Tularemia,TRUE,Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),1,8,3,0,11
Neomonachus schauinslandi,Chordata,Mammalia,Carnivora,Phocidae,TRUE,Cholera,FALSE,,FALSE,,0,0,1,0,1
Neophron percnopterus,Chordata,Aves,Accipitriformes,Accipitridae,FALSE,West Nile fever,TRUE,West Nile fever,TRUE,West Nile fever,0,0,0,1,0
Neotoma albigula,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,Hepatitis E,TRUE,Hepatitis E,TRUE,Hepatitis E,0,0,0,1,0
Neotoma cinerea,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,Colorado tick fever; Hemorrhagic fever with renal syndrome (Hantaan virus); Tularemia,TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus),TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus),0,0,1,2,1
Neotoma floridana,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,Rabies,FALSE,,FALSE,,0,0,0,1,0
Neotoma fuscipes,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,Colorado tick fever; Plague; Saint Louis encephalitis,TRUE,Plague,TRUE,Plague,0,0,0,3,0
Neotoma lepida,Chordata,Mammalia,Rodentia,Cricetidae,TRUE,Hantavirus pulmonary syndrome; Sin Nombre hantavirus infection,TRUE,Hantavirus pulmonary syndrome,TRUE,Hantavirus pulmonary syndrome,0,2,0,2,2
Neotoma macrotis,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,Tick-borne relapsing fever,FALSE,,FALSE,,0,1,0,0,1
Neotoma mexicana,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E,TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E,TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E,0,0,0,2,0
Neotoma micropus,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,Hepatitis E,TRUE,Hepatitis E,TRUE,Hepatitis E,0,0,0,1,0
Nerodia erythrogaster,Chordata,Lepidosauria,Squamata,Colubridae,FALSE,Eastern equine encephalitis,FALSE,,FALSE,,0,0,0,1,0
Nestor notabilis,Chordata,Aves,Psittaciformes,Strigopidae,TRUE,West Nile fever,TRUE,West Nile fever,TRUE,West Nile fever,0,1,0,0,1
Netta peposaca,Chordata,Aves,Anseriformes,Anatidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,4,0,0,4
Netta rufina,Chordata,Aves,Anseriformes,Anatidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Nisaetus cirrhatus,Chordata,Aves,Accipitriformes,Accipitridae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,0,2,0,2
Nisaetus nipalensis,Chordata,Aves,Accipitriformes,Accipitridae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,4,0,0,4
Niviventer confucianus,Chordata,Mammalia,Rodentia,Muridae,TRUE,Babesiosis due to Babesia microti; Hemorrhagic fever with renal syndrome (Hantaan virus),TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus),TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus),0,2,1,0,3
Niviventer niviventer,Chordata,Mammalia,Rodentia,Muridae,TRUE,Hepatitis E,TRUE,Hepatitis E,TRUE,Hepatitis E,0,1,0,0,1
Noctilio albiventris,Chordata,Mammalia,Chiroptera,Noctilionidae,FALSE,Chagas disease,FALSE,,FALSE,,0,1,0,0,1
Notamacropus agilis,Chordata,Mammalia,Diprotodontia,Macropodidae,FALSE,Murray Valley encephalitis; Ross River virus disease,FALSE,,FALSE,,0,2,1,1,3
Notamacropus dorsalis,Chordata,Mammalia,Diprotodontia,Macropodidae,FALSE,Ross River virus disease,FALSE,,FALSE,,0,0,0,1,0
Notamacropus parryi,Chordata,Mammalia,Diprotodontia,Macropodidae,FALSE,Ross River virus disease,FALSE,,FALSE,,0,0,0,1,0
Notamacropus rufogriseus,Chordata,Mammalia,Diprotodontia,Macropodidae,FALSE,Ross River virus disease,FALSE,,FALSE,,0,0,0,1,0
Notechis scutatus,Chordata,Reptilia,Squamata,Elapidae,TRUE,Non-typhoidal salmonellosis,TRUE,Non-typhoidal salmonellosis,FALSE,,0,0,2,0,2
Numenius arquata,Chordata,Aves,Charadriiformes,Scolopacidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Numenius phaeopus,Chordata,Aves,Charadriiformes,Scolopacidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Numida meleagris,Chordata,Aves,Galliformes,Numididae,TRUE,Crimean-Congo hemorrhagic fever; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Crimean-Congo hemorrhagic fever; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Crimean-Congo hemorrhagic fever; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,4,2,1,6
Nyctalus noctula,Chordata,Mammalia,Chiroptera,Vespertilionidae,TRUE,Crimean-Congo hemorrhagic fever; Duvenhage lyssavirus infection; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Rabies,TRUE,Crimean-Congo hemorrhagic fever; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Crimean-Congo hemorrhagic fever; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,0,4,1,4
